"특성별(1)",특성별(2),2022,2022,2022,2022,2022
"특성별(1)",특성별(2),목격경험있음,목격경험있음,목격경험있음,목격경험있음,목격경험없음
"특성별(1)",특성별(2),소계,가해 상황,피해 상황,가·피해 모두,소계
"전체",소계,4.9,0.4,2.9,1.6,95.1
"성별",남성,5.6,0.6,3.1,1.9,94.4
"성별",여성,4.2,0.2,2.7,1.3,95.8
"연령별",19~29세,9.7,0.8,5.3,3.6,90.3
"연령별",30~39세,6.4,0.6,3.7,2.0,93.6
"연령별",40~49세,5.7,0.4,3.3,2.1,94.3
"연령별",50~59세,2.4,0.2,1.6,0.6,97.6
"연령별",60~69세,1.1,0.1,1.0,0.1,98.9
"학력별",초졸이하,1.2,0.0,1.2,0.0,98.8
"학력별",중졸,0.9,0.0,0.6,0.3,99.1
"학력별",고졸,4.1,0.3,2.4,1.4,95.9
"학력별",대졸이상,6.1,0.6,3.6,2.0,93.9
"직업별",전문관리,9.2,0.2,5.8,3.2,90.8
"직업별",사무,6.7,0.5,3.7,2.5,93.3
"직업별",서비스판매,4.3,0.5,2.7,1.1,95.7
"직업별",농어업,0.8,0.0,0.8,0.0,99.2
"직업별",기능노무,2.9,0.4,1.4,1.1,97.1
"직업별",학생,9.5,0.6,5.0,3.8,90.5
"직업별",주부,3.3,0.2,2.2,0.8,96.7
"직업별",무직/기타,3.8,0.0,1.9,1.9,96.2
"혼인상태별",미혼,8.4,0.5,4.6,3.2,91.6
"혼인상태별",기혼,3.8,0.4,2.3,1.0,96.2
"혼인상태별",사별/이혼/기타,2.0,0.0,1.5,0.5,98.0
"가구주여부별",가구주,4.5,0.5,2.6,1.4,95.5
"가구주여부별",가구원,5.4,0.3,3.3,1.9,94.6
"월평균 가구소득별",100만원 미만,4.0,0.0,2.9,1.1,96.0
"월평균 가구소득별",100~200만원 미만,2.2,0.0,1.1,1.2,97.8
"월평균 가구소득별",200~300만원 미만,3.8,0.1,2.4,1.3,96.2
"월평균 가구소득별",300~400만원 미만,5.0,0.6,2.8,1.6,95.0
"월평균 가구소득별",400~500만원 미만,5.4,0.5,3.6,1.4,94.6
"월평균 가구소득별",500~600만원 미만,5.5,0.4,3.0,2.2,94.5
"월평균 가구소득별",600~700만원 미만,5.6,1.1,2.6,1.9,94.4
"월평균 가구소득별",700만원 이상,5.9,0.2,3.8,1.9,94.1
"동거 가구원수별",1인,5.4,0.4,2.9,2.0,94.6
"동거 가구원수별",2인,3.6,0.4,2.4,0.8,96.4
"동거 가구원수별",3인,6.1,0.5,3.7,1.9,93.9
"동거 가구원수별",4인 이상,4.9,0.3,2.6,1.9,95.1
"거주지역별",대도시,6.1,0.8,3.2,2.0,93.9
"거주지역별",중소도시,4.9,0.1,3.0,1.7,95.1
"거주지역별",읍면지역,2.3,0.1,1.8,0.5,97.7
"권역별",수도권,7.0,0.7,3.9,2.4,93.0
"권역별",충청권,2.5,0.0,1.9,0.6,97.5
"권역별",호남권,2.7,0.3,1.5,1.0,97.3
"권역별",동북권,2.0,0.0,1.3,0.7,98.0
"권역별",동남권,3.4,0.2,2.3,0.8,96.6
"인터넷 이용시간별",1시간 미만,2.4,0.1,1.4,0.9,97.6
"인터넷 이용시간별",1~2시간 미만,3.4,0.3,1.9,1.2,96.6
"인터넷 이용시간별",2~3시간 미만,5.8,0.8,3.3,1.7,94.2
"인터넷 이용시간별",3~5시간 미만,7.4,0.5,4.7,2.2,92.6
"인터넷 이용시간별",5시간 이상,7.2,0.3,4.3,2.6,92.8
"사이버폭력 예방교육별",경험 있음,13.0,1.1,7.9,4.0,87.0
"사이버폭력 예방교육별",경험 없음,4.0,0.3,2.3,1.3,96.0
